hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel_20.4,4,STATIC,0.6409
Cirrus,Intel_20.4,4,STATIC 1,0.6380
Cirrus,Intel_20.4,4,STATIC 2,0.6440
Cirrus,Intel_20.4,4,STATIC 4,0.7744
Cirrus,Intel_20.4,4,STATIC 8,0.7699
Cirrus,Intel_20.4,4,STATIC 16,0.7923
Cirrus,Intel_20.4,4,STATIC 32,0.9732
Cirrus,Intel_20.4,4,STATIC 64,1.1524
Cirrus,Intel_20.4,4,STATIC 128,1.1680
Cirrus,Intel_20.4,4,DYNAMIC 1,27.1898
Cirrus,Intel_20.4,4,DYNAMIC 2,10.1494
Cirrus,Intel_20.4,4,DYNAMIC 4,6.0089
Cirrus,Intel_20.4,4,DYNAMIC 8,4.4071
Cirrus,Intel_20.4,4,DYNAMIC 16,3.1897
Cirrus,Intel_20.4,4,DYNAMIC 32,2.1766
Cirrus,Intel_20.4,4,DYNAMIC 64,1.9062
Cirrus,Intel_20.4,4,DYNAMIC 128,1.7611
Cirrus,Intel_20.4,4,GUIDED 1,4.7209
Cirrus,Intel_20.4,4,GUIDED 2,3.8078
Cirrus,Intel_20.4,4,GUIDED 4,3.0273
Cirrus,Intel_20.4,4,GUIDED 8,2.6717
Cirrus,Intel_20.4,4,GUIDED 16,2.8539
Cirrus,Intel_20.4,4,GUIDED 32,3.7617
