hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel_20.4,8,STATIC,1.0276
Cirrus,Intel_20.4,8,STATIC 1,1.0248
Cirrus,Intel_20.4,8,STATIC 2,1.0302
Cirrus,Intel_20.4,8,STATIC 4,1.1625
Cirrus,Intel_20.4,8,STATIC 8,1.1535
Cirrus,Intel_20.4,8,STATIC 16,1.1129
Cirrus,Intel_20.4,8,STATIC 32,1.3707
Cirrus,Intel_20.4,8,STATIC 64,1.6157
Cirrus,Intel_20.4,8,STATIC 128,1.6042
Cirrus,Intel_20.4,8,DYNAMIC 1,60.0187
Cirrus,Intel_20.4,8,DYNAMIC 2,20.0328
Cirrus,Intel_20.4,8,DYNAMIC 4,6.7699
Cirrus,Intel_20.4,8,DYNAMIC 8,4.4302
Cirrus,Intel_20.4,8,DYNAMIC 16,3.7328
Cirrus,Intel_20.4,8,DYNAMIC 32,3.3556
Cirrus,Intel_20.4,8,DYNAMIC 64,2.7805
Cirrus,Intel_20.4,8,DYNAMIC 128,2.3306
Cirrus,Intel_20.4,8,GUIDED 1,9.9416
Cirrus,Intel_20.4,8,GUIDED 2,8.1315
Cirrus,Intel_20.4,8,GUIDED 4,6.3459
Cirrus,Intel_20.4,8,GUIDED 8,4.7418
Cirrus,Intel_20.4,8,GUIDED 16,4.2147
