hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,1,STATIC,0.0331
ARCHER2,GNU 10.1,1,STATIC 1,-0.0057
ARCHER2,GNU 10.1,1,STATIC 2,0.4625
ARCHER2,GNU 10.1,1,STATIC 4,0.3170
ARCHER2,GNU 10.1,1,STATIC 8,0.1547
ARCHER2,GNU 10.1,1,STATIC 16,0.0658
ARCHER2,GNU 10.1,1,STATIC 32,0.0190
ARCHER2,GNU 10.1,1,STATIC 64,-0.0161
ARCHER2,GNU 10.1,1,STATIC 128,-0.0409
ARCHER2,GNU 10.1,1,DYNAMIC 1,0.5909
ARCHER2,GNU 10.1,1,DYNAMIC 2,0.6998
ARCHER2,GNU 10.1,1,DYNAMIC 4,0.3839
ARCHER2,GNU 10.1,1,DYNAMIC 8,0.1590
ARCHER2,GNU 10.1,1,DYNAMIC 16,0.0595
ARCHER2,GNU 10.1,1,DYNAMIC 32,0.0088
ARCHER2,GNU 10.1,1,DYNAMIC 64,-0.0496
ARCHER2,GNU 10.1,1,DYNAMIC 128,-0.0627
ARCHER2,GNU 10.1,1,GUIDED 1,-0.0383
ARCHER2,GNU 10.1,1,GUIDED 2,-0.0057
ARCHER2,GNU 10.1,1,GUIDED 4,-0.0250
ARCHER2,GNU 10.1,1,GUIDED 8,-0.0355
ARCHER2,GNU 10.1,1,GUIDED 16,-0.0246
ARCHER2,GNU 10.1,1,GUIDED 32,-0.0197
ARCHER2,GNU 10.1,1,GUIDED 64,-0.0410
ARCHER2,GNU 10.1,1,GUIDED 128,-0.0471
