hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,4,STATIC,0.3758
Cirrus,GNU 8.2,4,STATIC 1,0.5117
Cirrus,GNU 8.2,4,STATIC 2,0.6426
Cirrus,GNU 8.2,4,STATIC 4,0.6587
Cirrus,GNU 8.2,4,STATIC 8,0.5854
Cirrus,GNU 8.2,4,STATIC 16,0.6095
Cirrus,GNU 8.2,4,STATIC 32,0.6033
Cirrus,GNU 8.2,4,STATIC 64,0.6096
Cirrus,GNU 8.2,4,STATIC 128,0.6445
Cirrus,GNU 8.2,4,DYNAMIC 1,32.5775
Cirrus,GNU 8.2,4,DYNAMIC 2,9.5580
Cirrus,GNU 8.2,4,DYNAMIC 4,6.2581
Cirrus,GNU 8.2,4,DYNAMIC 8,4.1890
Cirrus,GNU 8.2,4,DYNAMIC 16,3.4445
Cirrus,GNU 8.2,4,DYNAMIC 32,2.8387
Cirrus,GNU 8.2,4,DYNAMIC 64,2.4187
Cirrus,GNU 8.2,4,DYNAMIC 128,2.2619
Cirrus,GNU 8.2,4,GUIDED 1,3.7604
Cirrus,GNU 8.2,4,GUIDED 2,3.3338
Cirrus,GNU 8.2,4,GUIDED 4,3.0264
Cirrus,GNU 8.2,4,GUIDED 8,2.8856
Cirrus,GNU 8.2,4,GUIDED 16,3.0448
Cirrus,GNU 8.2,4,GUIDED 32,2.6821
