hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 9.2,2,STATIC,0.6064
Fulhame,GNU 9.2,2,STATIC 1,1.1300
Fulhame,GNU 9.2,2,STATIC 2,0.9878
Fulhame,GNU 9.2,2,STATIC 4,1.0151
Fulhame,GNU 9.2,2,STATIC 8,0.9182
Fulhame,GNU 9.2,2,STATIC 16,0.8944
Fulhame,GNU 9.2,2,STATIC 32,0.7753
Fulhame,GNU 9.2,2,STATIC 64,0.7282
Fulhame,GNU 9.2,2,STATIC 128,0.9337
Fulhame,GNU 9.2,2,DYNAMIC 1,51.2741
Fulhame,GNU 9.2,2,DYNAMIC 2,25.1177
Fulhame,GNU 9.2,2,DYNAMIC 4,13.7980
Fulhame,GNU 9.2,2,DYNAMIC 8,7.3455
Fulhame,GNU 9.2,2,DYNAMIC 16,4.5608
Fulhame,GNU 9.2,2,DYNAMIC 32,3.0193
Fulhame,GNU 9.2,2,DYNAMIC 64,2.1861
Fulhame,GNU 9.2,2,DYNAMIC 128,1.6622
Fulhame,GNU 9.2,2,GUIDED 1,1.3046
Fulhame,GNU 9.2,2,GUIDED 2,1.3408
Fulhame,GNU 9.2,2,GUIDED 4,1.2422
Fulhame,GNU 9.2,2,GUIDED 8,1.1872
Fulhame,GNU 9.2,2,GUIDED 16,1.0928
Fulhame,GNU 9.2,2,GUIDED 32,1.0308
Fulhame,GNU 9.2,2,GUIDED 64,0.9445
