hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,16,STATIC,6.5617
Cirrus,Intel 18.0,16,STATIC 1,5.5057
Cirrus,Intel 18.0,16,STATIC 2,2.9156
Cirrus,Intel 18.0,16,STATIC 4,0.4286
Cirrus,Intel 18.0,16,STATIC 8,0.4283
Cirrus,Intel 18.0,16,STATIC 16,0.3828
Cirrus,Intel 18.0,16,STATIC 32,0.5899
Cirrus,Intel 18.0,16,STATIC 64,0.6591
Cirrus,Intel 18.0,16,STATIC 128,0.7769
Cirrus,Intel 18.0,16,DYNAMIC 1,144.1305
Cirrus,Intel 18.0,16,DYNAMIC 2,52.9277
Cirrus,Intel 18.0,16,DYNAMIC 4,16.7698
Cirrus,Intel 18.0,16,DYNAMIC 8,4.4784
Cirrus,Intel 18.0,16,DYNAMIC 16,2.9413
Cirrus,Intel 18.0,16,DYNAMIC 32,2.4869
Cirrus,Intel 18.0,16,DYNAMIC 64,2.1384
Cirrus,Intel 18.0,16,DYNAMIC 128,2.1721
Cirrus,Intel 18.0,16,GUIDED 1,21.5623
Cirrus,Intel 18.0,16,GUIDED 2,17.0210
Cirrus,Intel 18.0,16,GUIDED 4,12.7955
Cirrus,Intel 18.0,16,GUIDED 8,8.1568
