hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,64,STATIC,302.6038
Fulhame,GNU 10.1,64,STATIC 1,77.5687
Fulhame,GNU 10.1,64,STATIC 2,71.0421
Fulhame,GNU 10.1,64,STATIC 4,88.3973
Fulhame,GNU 10.1,64,STATIC 8,31.3975
Fulhame,GNU 10.1,64,STATIC 16,4.1533
Fulhame,GNU 10.1,64,STATIC 32,23.3750
Fulhame,GNU 10.1,64,STATIC 64,46.7676
Fulhame,GNU 10.1,64,STATIC 128,34.9999
Fulhame,GNU 10.1,64,DYNAMIC 1,473.6938
Fulhame,GNU 10.1,64,DYNAMIC 2,236.5510
Fulhame,GNU 10.1,64,DYNAMIC 4,115.3537
Fulhame,GNU 10.1,64,DYNAMIC 8,53.8132
Fulhame,GNU 10.1,64,DYNAMIC 16,23.0129
Fulhame,GNU 10.1,64,DYNAMIC 32,24.5274
Fulhame,GNU 10.1,64,DYNAMIC 64,69.2483
Fulhame,GNU 10.1,64,DYNAMIC 128,50.3719
Fulhame,GNU 10.1,64,GUIDED 1,991.3619
Fulhame,GNU 10.1,64,GUIDED 2,889.2193
