hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,128,STATIC,512.8727
ARCHER2,AOCC 2.1,128,STATIC 1,379.9718
ARCHER2,AOCC 2.1,128,STATIC 2,285.7821
ARCHER2,AOCC 2.1,128,STATIC 4,235.9869
ARCHER2,AOCC 2.1,128,STATIC 8,160.0676
ARCHER2,AOCC 2.1,128,STATIC 16,138.4443
ARCHER2,AOCC 2.1,128,STATIC 32,122.3340
ARCHER2,AOCC 2.1,128,STATIC 64,107.4808
ARCHER2,AOCC 2.1,128,STATIC 128,77.6385
ARCHER2,AOCC 2.1,128,DYNAMIC 1,769.8121
ARCHER2,AOCC 2.1,128,DYNAMIC 2,282.9779
ARCHER2,AOCC 2.1,128,DYNAMIC 4,126.3124
ARCHER2,AOCC 2.1,128,DYNAMIC 8,70.1691
ARCHER2,AOCC 2.1,128,DYNAMIC 16,43.4936
ARCHER2,AOCC 2.1,128,DYNAMIC 32,35.6216
ARCHER2,AOCC 2.1,128,DYNAMIC 64,35.3588
ARCHER2,AOCC 2.1,128,DYNAMIC 128,25.4148
ARCHER2,AOCC 2.1,128,GUIDED 1,98.9536
