hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,2,STATIC,0.3017
Cirrus,Intel 18.0,2,STATIC 1,0.3001
Cirrus,Intel 18.0,2,STATIC 2,0.3105
Cirrus,Intel 18.0,2,STATIC 4,0.4462
Cirrus,Intel 18.0,2,STATIC 8,0.4529
Cirrus,Intel 18.0,2,STATIC 16,0.4142
Cirrus,Intel 18.0,2,STATIC 32,0.4395
Cirrus,Intel 18.0,2,STATIC 64,0.5442
Cirrus,Intel 18.0,2,STATIC 128,0.6257
Cirrus,Intel 18.0,2,DYNAMIC 1,16.9175
Cirrus,Intel 18.0,2,DYNAMIC 2,8.9488
Cirrus,Intel 18.0,2,DYNAMIC 4,5.1368
Cirrus,Intel 18.0,2,DYNAMIC 8,3.1148
Cirrus,Intel 18.0,2,DYNAMIC 16,2.0142
Cirrus,Intel 18.0,2,DYNAMIC 32,1.5142
Cirrus,Intel 18.0,2,DYNAMIC 64,1.2842
Cirrus,Intel 18.0,2,DYNAMIC 128,1.1185
Cirrus,Intel 18.0,2,GUIDED 1,2.0367
Cirrus,Intel 18.0,2,GUIDED 2,1.7908
Cirrus,Intel 18.0,2,GUIDED 4,1.7227
Cirrus,Intel 18.0,2,GUIDED 8,1.6322
Cirrus,Intel 18.0,2,GUIDED 16,2.0376
Cirrus,Intel 18.0,2,GUIDED 32,1.4756
Cirrus,Intel 18.0,2,GUIDED 64,1.2839
