hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,4,STATIC,0.7925
Fulhame,GNU 10.1,4,STATIC 1,1.1063
Fulhame,GNU 10.1,4,STATIC 2,0.7642
Fulhame,GNU 10.1,4,STATIC 4,0.8823
Fulhame,GNU 10.1,4,STATIC 8,1.4786
Fulhame,GNU 10.1,4,STATIC 16,1.8583
Fulhame,GNU 10.1,4,STATIC 32,2.8548
Fulhame,GNU 10.1,4,STATIC 64,2.8673
Fulhame,GNU 10.1,4,STATIC 128,2.7928
Fulhame,GNU 10.1,4,DYNAMIC 1,26.4174
Fulhame,GNU 10.1,4,DYNAMIC 2,17.6200
Fulhame,GNU 10.1,4,DYNAMIC 4,11.2421
Fulhame,GNU 10.1,4,DYNAMIC 8,6.9284
Fulhame,GNU 10.1,4,DYNAMIC 16,5.2951
Fulhame,GNU 10.1,4,DYNAMIC 32,4.7558
Fulhame,GNU 10.1,4,DYNAMIC 64,4.2043
Fulhame,GNU 10.1,4,DYNAMIC 128,3.9216
Fulhame,GNU 10.1,4,GUIDED 1,5.5632
Fulhame,GNU 10.1,4,GUIDED 2,5.0144
Fulhame,GNU 10.1,4,GUIDED 4,4.5918
Fulhame,GNU 10.1,4,GUIDED 8,4.1129
Fulhame,GNU 10.1,4,GUIDED 16,4.2638
Fulhame,GNU 10.1,4,GUIDED 32,3.7685
