hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,16,STATIC,1.2134
ARCHER2,Cray 10.0,16,STATIC 1,1.2678
ARCHER2,Cray 10.0,16,STATIC 2,1.2342
ARCHER2,Cray 10.0,16,STATIC 4,1.0729
ARCHER2,Cray 10.0,16,STATIC 8,1.1035
ARCHER2,Cray 10.0,16,STATIC 16,1.1755
ARCHER2,Cray 10.0,16,STATIC 32,1.0551
ARCHER2,Cray 10.0,16,STATIC 64,1.0136
ARCHER2,Cray 10.0,16,STATIC 128,1.0193
ARCHER2,Cray 10.0,16,DYNAMIC 1,197.8599
ARCHER2,Cray 10.0,16,DYNAMIC 2,94.3156
ARCHER2,Cray 10.0,16,DYNAMIC 4,42.4012
ARCHER2,Cray 10.0,16,DYNAMIC 8,15.6268
ARCHER2,Cray 10.0,16,DYNAMIC 16,3.7452
ARCHER2,Cray 10.0,16,DYNAMIC 32,2.7796
ARCHER2,Cray 10.0,16,DYNAMIC 64,2.5546
ARCHER2,Cray 10.0,16,DYNAMIC 128,2.3871
ARCHER2,Cray 10.0,16,GUIDED 1,15.8753
ARCHER2,Cray 10.0,16,GUIDED 2,12.5906
ARCHER2,Cray 10.0,16,GUIDED 4,9.9044
ARCHER2,Cray 10.0,16,GUIDED 8,7.2805
