hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,8,STATIC,0.7750
Cirrus,Intel 18.0,8,STATIC 1,0.7680
Cirrus,Intel 18.0,8,STATIC 2,0.7756
Cirrus,Intel 18.0,8,STATIC 4,0.9127
Cirrus,Intel 18.0,8,STATIC 8,0.9651
Cirrus,Intel 18.0,8,STATIC 16,0.9655
Cirrus,Intel 18.0,8,STATIC 32,0.9917
Cirrus,Intel 18.0,8,STATIC 64,1.0877
Cirrus,Intel 18.0,8,STATIC 128,1.1141
Cirrus,Intel 18.0,8,DYNAMIC 1,62.7613
Cirrus,Intel 18.0,8,DYNAMIC 2,20.3501
Cirrus,Intel 18.0,8,DYNAMIC 4,6.4894
Cirrus,Intel 18.0,8,DYNAMIC 8,4.2523
Cirrus,Intel 18.0,8,DYNAMIC 16,3.2002
Cirrus,Intel 18.0,8,DYNAMIC 32,2.4874
Cirrus,Intel 18.0,8,DYNAMIC 64,2.1645
Cirrus,Intel 18.0,8,DYNAMIC 128,2.1123
Cirrus,Intel 18.0,8,GUIDED 1,9.2725
Cirrus,Intel 18.0,8,GUIDED 2,7.3929
Cirrus,Intel 18.0,8,GUIDED 4,5.7715
Cirrus,Intel 18.0,8,GUIDED 8,4.1375
Cirrus,Intel 18.0,8,GUIDED 16,3.8183
