hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,1,STATIC,-0.0249
Fulhame,ARM 20.0,1,STATIC 1,-0.0330
Fulhame,ARM 20.0,1,STATIC 2,-0.0363
Fulhame,ARM 20.0,1,STATIC 4,-0.0346
Fulhame,ARM 20.0,1,STATIC 8,-0.0370
Fulhame,ARM 20.0,1,STATIC 16,-0.0353
Fulhame,ARM 20.0,1,STATIC 32,-0.0375
Fulhame,ARM 20.0,1,STATIC 64,-0.0380
Fulhame,ARM 20.0,1,STATIC 128,-0.0378
Fulhame,ARM 20.0,1,DYNAMIC 1,0.1423
Fulhame,ARM 20.0,1,DYNAMIC 2,0.1166
Fulhame,ARM 20.0,1,DYNAMIC 4,0.1171
Fulhame,ARM 20.0,1,DYNAMIC 8,0.1177
Fulhame,ARM 20.0,1,DYNAMIC 16,0.1171
Fulhame,ARM 20.0,1,DYNAMIC 32,0.1228
Fulhame,ARM 20.0,1,DYNAMIC 64,0.1176
Fulhame,ARM 20.0,1,DYNAMIC 128,0.1283
Fulhame,ARM 20.0,1,GUIDED 1,-0.0087
Fulhame,ARM 20.0,1,GUIDED 2,-0.0091
Fulhame,ARM 20.0,1,GUIDED 4,-0.0100
Fulhame,ARM 20.0,1,GUIDED 8,-0.0084
Fulhame,ARM 20.0,1,GUIDED 16,-0.0072
Fulhame,ARM 20.0,1,GUIDED 32,-0.0064
Fulhame,ARM 20.0,1,GUIDED 64,-0.0041
Fulhame,ARM 20.0,1,GUIDED 128,-0.0089
