hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,32,STATIC,1.1967
ARCHER2,Cray 10.0,32,STATIC 1,1.3073
ARCHER2,Cray 10.0,32,STATIC 2,1.1854
ARCHER2,Cray 10.0,32,STATIC 4,1.1467
ARCHER2,Cray 10.0,32,STATIC 8,1.1712
ARCHER2,Cray 10.0,32,STATIC 16,1.1112
ARCHER2,Cray 10.0,32,STATIC 32,1.1431
ARCHER2,Cray 10.0,32,STATIC 64,1.1000
ARCHER2,Cray 10.0,32,STATIC 128,1.1255
ARCHER2,Cray 10.0,32,DYNAMIC 1,204.6796
ARCHER2,Cray 10.0,32,DYNAMIC 2,96.6753
ARCHER2,Cray 10.0,32,DYNAMIC 4,42.2105
ARCHER2,Cray 10.0,32,DYNAMIC 8,15.5040
ARCHER2,Cray 10.0,32,DYNAMIC 16,3.3464
ARCHER2,Cray 10.0,32,DYNAMIC 32,2.7815
ARCHER2,Cray 10.0,32,DYNAMIC 64,2.6046
ARCHER2,Cray 10.0,32,DYNAMIC 128,2.5290
ARCHER2,Cray 10.0,32,GUIDED 1,16.4410
ARCHER2,Cray 10.0,32,GUIDED 2,13.3336
ARCHER2,Cray 10.0,32,GUIDED 4,10.5059
