hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,16,STATIC,34.1259
Fulhame,ARM 20.0,16,STATIC 1,15.4900
Fulhame,ARM 20.0,16,STATIC 2,7.9619
Fulhame,ARM 20.0,16,STATIC 4,5.2153
Fulhame,ARM 20.0,16,STATIC 8,2.2498
Fulhame,ARM 20.0,16,STATIC 16,2.1350
Fulhame,ARM 20.0,16,STATIC 32,2.5674
Fulhame,ARM 20.0,16,STATIC 64,3.1662
Fulhame,ARM 20.0,16,STATIC 128,3.3407
Fulhame,ARM 20.0,16,DYNAMIC 1,847.5147
Fulhame,ARM 20.0,16,DYNAMIC 2,374.5429
Fulhame,ARM 20.0,16,DYNAMIC 4,164.4417
Fulhame,ARM 20.0,16,DYNAMIC 8,90.7416
Fulhame,ARM 20.0,16,DYNAMIC 16,39.3925
Fulhame,ARM 20.0,16,DYNAMIC 32,9.0952
Fulhame,ARM 20.0,16,DYNAMIC 64,7.2628
Fulhame,ARM 20.0,16,DYNAMIC 128,6.7192
Fulhame,ARM 20.0,16,GUIDED 1,57.5525
Fulhame,ARM 20.0,16,GUIDED 2,45.1021
Fulhame,ARM 20.0,16,GUIDED 4,35.0405
Fulhame,ARM 20.0,16,GUIDED 8,27.3649
