hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,64,STATIC,1.4164
ARCHER2,Cray 10.0,64,STATIC 1,0.7460
ARCHER2,Cray 10.0,64,STATIC 2,0.0450
ARCHER2,Cray 10.0,64,STATIC 4,-0.0254
ARCHER2,Cray 10.0,64,STATIC 8,-0.0031
ARCHER2,Cray 10.0,64,STATIC 16,-0.0320
ARCHER2,Cray 10.0,64,STATIC 32,-0.0402
ARCHER2,Cray 10.0,64,STATIC 64,-0.0467
ARCHER2,Cray 10.0,64,STATIC 128,-0.0183
ARCHER2,Cray 10.0,64,DYNAMIC 1,274.5367
ARCHER2,Cray 10.0,64,DYNAMIC 2,130.7724
ARCHER2,Cray 10.0,64,DYNAMIC 4,58.5849
ARCHER2,Cray 10.0,64,DYNAMIC 8,22.6838
ARCHER2,Cray 10.0,64,DYNAMIC 16,5.7698
ARCHER2,Cray 10.0,64,DYNAMIC 32,1.6205
ARCHER2,Cray 10.0,64,DYNAMIC 64,1.4078
ARCHER2,Cray 10.0,64,DYNAMIC 128,1.2860
ARCHER2,Cray 10.0,64,GUIDED 1,18.7713
ARCHER2,Cray 10.0,64,GUIDED 2,14.8848
