hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,2,STATIC,-0.0081
ARCHER2,AOCC 2.1,2,STATIC 1,0.1759
ARCHER2,AOCC 2.1,2,STATIC 2,0.0664
ARCHER2,AOCC 2.1,2,STATIC 4,0.0752
ARCHER2,AOCC 2.1,2,STATIC 8,0.1127
ARCHER2,AOCC 2.1,2,STATIC 16,0.0855
ARCHER2,AOCC 2.1,2,STATIC 32,0.1024
ARCHER2,AOCC 2.1,2,STATIC 64,0.1661
ARCHER2,AOCC 2.1,2,STATIC 128,0.1819
ARCHER2,AOCC 2.1,2,DYNAMIC 1,9.8852
ARCHER2,AOCC 2.1,2,DYNAMIC 2,6.7247
ARCHER2,AOCC 2.1,2,DYNAMIC 4,4.0525
ARCHER2,AOCC 2.1,2,DYNAMIC 8,2.3580
ARCHER2,AOCC 2.1,2,DYNAMIC 16,1.5371
ARCHER2,AOCC 2.1,2,DYNAMIC 32,1.1129
ARCHER2,AOCC 2.1,2,DYNAMIC 64,0.8412
ARCHER2,AOCC 2.1,2,DYNAMIC 128,0.6656
ARCHER2,AOCC 2.1,2,GUIDED 1,1.7554
ARCHER2,AOCC 2.1,2,GUIDED 2,1.4738
ARCHER2,AOCC 2.1,2,GUIDED 4,1.3142
ARCHER2,AOCC 2.1,2,GUIDED 8,1.2251
ARCHER2,AOCC 2.1,2,GUIDED 16,1.5675
ARCHER2,AOCC 2.1,2,GUIDED 32,1.1038
ARCHER2,AOCC 2.1,2,GUIDED 64,0.7928
