hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 9.2,1,STATIC,0.2313
Fulhame,GNU 9.2,1,STATIC 1,0.5594
Fulhame,GNU 9.2,1,STATIC 2,0.4916
Fulhame,GNU 9.2,1,STATIC 4,0.5029
Fulhame,GNU 9.2,1,STATIC 8,0.2927
Fulhame,GNU 9.2,1,STATIC 16,0.1473
Fulhame,GNU 9.2,1,STATIC 32,-0.0487
Fulhame,GNU 9.2,1,STATIC 64,-0.2655
Fulhame,GNU 9.2,1,STATIC 128,-0.3419
Fulhame,GNU 9.2,1,DYNAMIC 1,2.7839
Fulhame,GNU 9.2,1,DYNAMIC 2,2.5766
Fulhame,GNU 9.2,1,DYNAMIC 4,1.3306
Fulhame,GNU 9.2,1,DYNAMIC 8,0.1444
Fulhame,GNU 9.2,1,DYNAMIC 16,-0.3705
Fulhame,GNU 9.2,1,DYNAMIC 32,-0.5435
Fulhame,GNU 9.2,1,DYNAMIC 64,-0.6855
Fulhame,GNU 9.2,1,DYNAMIC 128,-0.7795
Fulhame,GNU 9.2,1,GUIDED 1,-0.8597
Fulhame,GNU 9.2,1,GUIDED 2,-0.9657
Fulhame,GNU 9.2,1,GUIDED 4,-1.1535
Fulhame,GNU 9.2,1,GUIDED 8,-1.1893
Fulhame,GNU 9.2,1,GUIDED 16,-1.2444
Fulhame,GNU 9.2,1,GUIDED 32,-1.3969
Fulhame,GNU 9.2,1,GUIDED 64,-1.5075
Fulhame,GNU 9.2,1,GUIDED 128,-1.5742
