hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 9.2,32,STATIC,11.0452
Fulhame,GNU 9.2,32,STATIC 1,11.7828
Fulhame,GNU 9.2,32,STATIC 2,11.5954
Fulhame,GNU 9.2,32,STATIC 4,11.7567
Fulhame,GNU 9.2,32,STATIC 8,11.6649
Fulhame,GNU 9.2,32,STATIC 16,11.5127
Fulhame,GNU 9.2,32,STATIC 32,11.3684
Fulhame,GNU 9.2,32,STATIC 64,11.3986
Fulhame,GNU 9.2,32,STATIC 128,11.3693
Fulhame,GNU 9.2,32,DYNAMIC 1,1355.8984
Fulhame,GNU 9.2,32,DYNAMIC 2,645.2904
Fulhame,GNU 9.2,32,DYNAMIC 4,294.5958
Fulhame,GNU 9.2,32,DYNAMIC 8,182.7722
Fulhame,GNU 9.2,32,DYNAMIC 16,122.7940
Fulhame,GNU 9.2,32,DYNAMIC 32,65.0011
Fulhame,GNU 9.2,32,DYNAMIC 64,19.8959
Fulhame,GNU 9.2,32,DYNAMIC 128,14.0708
Fulhame,GNU 9.2,32,GUIDED 1,70.4879
Fulhame,GNU 9.2,32,GUIDED 2,63.5179
Fulhame,GNU 9.2,32,GUIDED 4,55.8960
