hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,8,STATIC,3.6852
ARCHER2,GNU 10.1,8,STATIC 1,3.4830
ARCHER2,GNU 10.1,8,STATIC 2,4.4210
ARCHER2,GNU 10.1,8,STATIC 4,3.6908
ARCHER2,GNU 10.1,8,STATIC 8,3.6796
ARCHER2,GNU 10.1,8,STATIC 16,3.6413
ARCHER2,GNU 10.1,8,STATIC 32,3.6215
ARCHER2,GNU 10.1,8,STATIC 64,3.6452
ARCHER2,GNU 10.1,8,STATIC 128,3.6036
ARCHER2,GNU 10.1,8,DYNAMIC 1,47.6249
ARCHER2,GNU 10.1,8,DYNAMIC 2,29.0191
ARCHER2,GNU 10.1,8,DYNAMIC 4,14.8454
ARCHER2,GNU 10.1,8,DYNAMIC 8,4.3578
ARCHER2,GNU 10.1,8,DYNAMIC 16,3.2056
ARCHER2,GNU 10.1,8,DYNAMIC 32,2.7011
ARCHER2,GNU 10.1,8,DYNAMIC 64,2.3940
ARCHER2,GNU 10.1,8,DYNAMIC 128,2.1953
ARCHER2,GNU 10.1,8,GUIDED 1,5.0513
ARCHER2,GNU 10.1,8,GUIDED 2,4.8144
ARCHER2,GNU 10.1,8,GUIDED 4,4.0656
ARCHER2,GNU 10.1,8,GUIDED 8,3.5302
ARCHER2,GNU 10.1,8,GUIDED 16,3.2965
