hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,32,STATIC,7.8278
Cirrus,GNU 6.3,32,STATIC 1,7.8538
Cirrus,GNU 6.3,32,STATIC 2,7.8242
Cirrus,GNU 6.3,32,STATIC 4,7.9200
Cirrus,GNU 6.3,32,STATIC 8,7.9907
Cirrus,GNU 6.3,32,STATIC 16,7.9909
Cirrus,GNU 6.3,32,STATIC 32,7.9745
Cirrus,GNU 6.3,32,STATIC 64,7.9953
Cirrus,GNU 6.3,32,STATIC 128,7.9843
Cirrus,GNU 6.3,32,DYNAMIC 1,203.6061
Cirrus,GNU 6.3,32,DYNAMIC 2,104.5780
Cirrus,GNU 6.3,32,DYNAMIC 4,48.9884
Cirrus,GNU 6.3,32,DYNAMIC 8,21.0022
Cirrus,GNU 6.3,32,DYNAMIC 16,11.8036
Cirrus,GNU 6.3,32,DYNAMIC 32,11.8453
Cirrus,GNU 6.3,32,DYNAMIC 64,12.9062
Cirrus,GNU 6.3,32,DYNAMIC 128,12.8259
Cirrus,GNU 6.3,32,GUIDED 1,41.5860
Cirrus,GNU 6.3,32,GUIDED 2,37.8997
Cirrus,GNU 6.3,32,GUIDED 4,33.3785
