hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,16,STATIC,8.4889
Cirrus,Intel 19.0,16,STATIC 1,4.9212
Cirrus,Intel 19.0,16,STATIC 2,1.1807
Cirrus,Intel 19.0,16,STATIC 4,0.3087
Cirrus,Intel 19.0,16,STATIC 8,0.2528
Cirrus,Intel 19.0,16,STATIC 16,0.2304
Cirrus,Intel 19.0,16,STATIC 32,0.3337
Cirrus,Intel 19.0,16,STATIC 64,0.4300
Cirrus,Intel 19.0,16,STATIC 128,0.5051
Cirrus,Intel 19.0,16,DYNAMIC 1,131.1029
Cirrus,Intel 19.0,16,DYNAMIC 2,50.5764
Cirrus,Intel 19.0,16,DYNAMIC 4,17.1081
Cirrus,Intel 19.0,16,DYNAMIC 8,4.1506
Cirrus,Intel 19.0,16,DYNAMIC 16,2.5146
Cirrus,Intel 19.0,16,DYNAMIC 32,2.1170
Cirrus,Intel 19.0,16,DYNAMIC 64,1.8882
Cirrus,Intel 19.0,16,DYNAMIC 128,1.7727
Cirrus,Intel 19.0,16,GUIDED 1,20.3478
Cirrus,Intel 19.0,16,GUIDED 2,16.3892
Cirrus,Intel 19.0,16,GUIDED 4,12.1487
Cirrus,Intel 19.0,16,GUIDED 8,7.6242
