hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,4,STATIC,0.4724
Cirrus,Intel 18.0,4,STATIC 1,0.4677
Cirrus,Intel 18.0,4,STATIC 2,0.4744
Cirrus,Intel 18.0,4,STATIC 4,0.6120
Cirrus,Intel 18.0,4,STATIC 8,0.6287
Cirrus,Intel 18.0,4,STATIC 16,0.7347
Cirrus,Intel 18.0,4,STATIC 32,0.7599
Cirrus,Intel 18.0,4,STATIC 64,0.8555
Cirrus,Intel 18.0,4,STATIC 128,0.8646
Cirrus,Intel 18.0,4,DYNAMIC 1,29.1370
Cirrus,Intel 18.0,4,DYNAMIC 2,10.0755
Cirrus,Intel 18.0,4,DYNAMIC 4,5.7826
Cirrus,Intel 18.0,4,DYNAMIC 8,3.7140
Cirrus,Intel 18.0,4,DYNAMIC 16,2.5833
Cirrus,Intel 18.0,4,DYNAMIC 32,1.9879
Cirrus,Intel 18.0,4,DYNAMIC 64,1.7434
Cirrus,Intel 18.0,4,DYNAMIC 128,1.6688
Cirrus,Intel 18.0,4,GUIDED 1,4.3688
Cirrus,Intel 18.0,4,GUIDED 2,3.4595
Cirrus,Intel 18.0,4,GUIDED 4,2.7545
Cirrus,Intel 18.0,4,GUIDED 8,2.4194
Cirrus,Intel 18.0,4,GUIDED 16,2.6396
Cirrus,Intel 18.0,4,GUIDED 32,3.9263
