hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 9.2,16,STATIC,3.5850
Fulhame,GNU 9.2,16,STATIC 1,3.9395
Fulhame,GNU 9.2,16,STATIC 2,3.9740
Fulhame,GNU 9.2,16,STATIC 4,4.2123
Fulhame,GNU 9.2,16,STATIC 8,4.1824
Fulhame,GNU 9.2,16,STATIC 16,4.1206
Fulhame,GNU 9.2,16,STATIC 32,4.1453
Fulhame,GNU 9.2,16,STATIC 64,4.0586
Fulhame,GNU 9.2,16,STATIC 128,3.9834
Fulhame,GNU 9.2,16,DYNAMIC 1,695.5517
Fulhame,GNU 9.2,16,DYNAMIC 2,431.9321
Fulhame,GNU 9.2,16,DYNAMIC 4,180.3485
Fulhame,GNU 9.2,16,DYNAMIC 8,94.5884
Fulhame,GNU 9.2,16,DYNAMIC 16,38.0674
Fulhame,GNU 9.2,16,DYNAMIC 32,8.4677
Fulhame,GNU 9.2,16,DYNAMIC 64,7.3152
Fulhame,GNU 9.2,16,DYNAMIC 128,6.8110
Fulhame,GNU 9.2,16,GUIDED 1,25.6618
Fulhame,GNU 9.2,16,GUIDED 2,22.8665
Fulhame,GNU 9.2,16,GUIDED 4,19.3642
Fulhame,GNU 9.2,16,GUIDED 8,16.4349
