hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,1,STATIC,0.0171
ARCHER2,Cray 10.0,1,STATIC 1,0.0072
ARCHER2,Cray 10.0,1,STATIC 2,-0.1232
ARCHER2,Cray 10.0,1,STATIC 4,-0.1403
ARCHER2,Cray 10.0,1,STATIC 8,-0.1245
ARCHER2,Cray 10.0,1,STATIC 16,-0.1245
ARCHER2,Cray 10.0,1,STATIC 32,-0.1131
ARCHER2,Cray 10.0,1,STATIC 64,-0.1186
ARCHER2,Cray 10.0,1,STATIC 128,-0.1487
ARCHER2,Cray 10.0,1,DYNAMIC 1,2.8040
ARCHER2,Cray 10.0,1,DYNAMIC 2,1.2816
ARCHER2,Cray 10.0,1,DYNAMIC 4,0.6079
ARCHER2,Cray 10.0,1,DYNAMIC 8,0.2413
ARCHER2,Cray 10.0,1,DYNAMIC 16,0.1021
ARCHER2,Cray 10.0,1,DYNAMIC 32,-0.0362
ARCHER2,Cray 10.0,1,DYNAMIC 64,-0.0722
ARCHER2,Cray 10.0,1,DYNAMIC 128,-0.1091
ARCHER2,Cray 10.0,1,GUIDED 1,0.0143
ARCHER2,Cray 10.0,1,GUIDED 2,0.0031
ARCHER2,Cray 10.0,1,GUIDED 4,-0.0025
ARCHER2,Cray 10.0,1,GUIDED 8,0.0214
ARCHER2,Cray 10.0,1,GUIDED 16,0.0125
ARCHER2,Cray 10.0,1,GUIDED 32,-0.1015
ARCHER2,Cray 10.0,1,GUIDED 64,-0.1186
ARCHER2,Cray 10.0,1,GUIDED 128,-0.1417
