hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,32,STATIC,12.5258
Cirrus,Intel 18.0,32,STATIC 1,12.5492
Cirrus,Intel 18.0,32,STATIC 2,12.5413
Cirrus,Intel 18.0,32,STATIC 4,12.6454
Cirrus,Intel 18.0,32,STATIC 8,12.5984
Cirrus,Intel 18.0,32,STATIC 16,12.6115
Cirrus,Intel 18.0,32,STATIC 32,12.6384
Cirrus,Intel 18.0,32,STATIC 64,12.6409
Cirrus,Intel 18.0,32,STATIC 128,12.6246
Cirrus,Intel 18.0,32,DYNAMIC 1,205.5334
Cirrus,Intel 18.0,32,DYNAMIC 2,83.4140
Cirrus,Intel 18.0,32,DYNAMIC 4,36.4139
Cirrus,Intel 18.0,32,DYNAMIC 8,14.6028
Cirrus,Intel 18.0,32,DYNAMIC 16,11.1390
Cirrus,Intel 18.0,32,DYNAMIC 32,11.5414
Cirrus,Intel 18.0,32,DYNAMIC 64,14.1310
Cirrus,Intel 18.0,32,DYNAMIC 128,14.6028
Cirrus,Intel 18.0,32,GUIDED 1,45.8432
Cirrus,Intel 18.0,32,GUIDED 2,38.2704
Cirrus,Intel 18.0,32,GUIDED 4,30.4786
