hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,8,STATIC,2.9297
ARCHER2,AOCC 2.1,8,STATIC 1,3.1259
ARCHER2,AOCC 2.1,8,STATIC 2,3.0184
ARCHER2,AOCC 2.1,8,STATIC 4,2.9759
ARCHER2,AOCC 2.1,8,STATIC 8,3.0178
ARCHER2,AOCC 2.1,8,STATIC 16,2.9800
ARCHER2,AOCC 2.1,8,STATIC 32,2.9554
ARCHER2,AOCC 2.1,8,STATIC 64,2.9471
ARCHER2,AOCC 2.1,8,STATIC 128,2.9644
ARCHER2,AOCC 2.1,8,DYNAMIC 1,16.8267
ARCHER2,AOCC 2.1,8,DYNAMIC 2,21.0469
ARCHER2,AOCC 2.1,8,DYNAMIC 4,9.9451
ARCHER2,AOCC 2.1,8,DYNAMIC 8,2.6545
ARCHER2,AOCC 2.1,8,DYNAMIC 16,1.6377
ARCHER2,AOCC 2.1,8,DYNAMIC 32,1.1236
ARCHER2,AOCC 2.1,8,DYNAMIC 64,0.7033
ARCHER2,AOCC 2.1,8,DYNAMIC 128,0.4762
ARCHER2,AOCC 2.1,8,GUIDED 1,7.5237
ARCHER2,AOCC 2.1,8,GUIDED 2,5.7694
ARCHER2,AOCC 2.1,8,GUIDED 4,4.3735
ARCHER2,AOCC 2.1,8,GUIDED 8,3.1356
ARCHER2,AOCC 2.1,8,GUIDED 16,2.1677
