hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,32,STATIC,13.4479
Cirrus,Intel 19.0,32,STATIC 1,12.5815
Cirrus,Intel 19.0,32,STATIC 2,12.5887
Cirrus,Intel 19.0,32,STATIC 4,12.7200
Cirrus,Intel 19.0,32,STATIC 8,12.6570
Cirrus,Intel 19.0,32,STATIC 16,12.6309
Cirrus,Intel 19.0,32,STATIC 32,12.6240
Cirrus,Intel 19.0,32,STATIC 64,12.6273
Cirrus,Intel 19.0,32,STATIC 128,12.6617
Cirrus,Intel 19.0,32,DYNAMIC 1,198.6031
Cirrus,Intel 19.0,32,DYNAMIC 2,77.6305
Cirrus,Intel 19.0,32,DYNAMIC 4,30.5497
Cirrus,Intel 19.0,32,DYNAMIC 8,13.4600
Cirrus,Intel 19.0,32,DYNAMIC 16,11.4134
Cirrus,Intel 19.0,32,DYNAMIC 32,12.3866
Cirrus,Intel 19.0,32,DYNAMIC 64,14.1274
Cirrus,Intel 19.0,32,DYNAMIC 128,14.4900
Cirrus,Intel 19.0,32,GUIDED 1,46.2429
Cirrus,Intel 19.0,32,GUIDED 2,38.8196
Cirrus,Intel 19.0,32,GUIDED 4,31.1115
