hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,2,STATIC,0.1202
Cirrus,Intel 19.0,2,STATIC 1,0.1235
Cirrus,Intel 19.0,2,STATIC 2,0.1172
Cirrus,Intel 19.0,2,STATIC 4,0.2854
Cirrus,Intel 19.0,2,STATIC 8,0.2375
Cirrus,Intel 19.0,2,STATIC 16,0.2989
Cirrus,Intel 19.0,2,STATIC 32,0.2970
Cirrus,Intel 19.0,2,STATIC 64,0.4231
Cirrus,Intel 19.0,2,STATIC 128,0.4532
Cirrus,Intel 19.0,2,DYNAMIC 1,17.3450
Cirrus,Intel 19.0,2,DYNAMIC 2,9.0332
Cirrus,Intel 19.0,2,DYNAMIC 4,5.1470
Cirrus,Intel 19.0,2,DYNAMIC 8,2.9737
Cirrus,Intel 19.0,2,DYNAMIC 16,1.8638
Cirrus,Intel 19.0,2,DYNAMIC 32,1.3781
Cirrus,Intel 19.0,2,DYNAMIC 64,1.0929
Cirrus,Intel 19.0,2,DYNAMIC 128,0.9280
Cirrus,Intel 19.0,2,GUIDED 1,1.8631
Cirrus,Intel 19.0,2,GUIDED 2,1.6351
Cirrus,Intel 19.0,2,GUIDED 4,1.5405
Cirrus,Intel 19.0,2,GUIDED 8,1.4925
Cirrus,Intel 19.0,2,GUIDED 16,1.8931
Cirrus,Intel 19.0,2,GUIDED 32,1.3480
Cirrus,Intel 19.0,2,GUIDED 64,1.1006
