hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,64,STATIC,319.2251
ARCHER2,AOCC 2.1,64,STATIC 1,175.3846
ARCHER2,AOCC 2.1,64,STATIC 2,133.7457
ARCHER2,AOCC 2.1,64,STATIC 4,118.8757
ARCHER2,AOCC 2.1,64,STATIC 8,102.2366
ARCHER2,AOCC 2.1,64,STATIC 16,102.5650
ARCHER2,AOCC 2.1,64,STATIC 32,84.9533
ARCHER2,AOCC 2.1,64,STATIC 64,48.1661
ARCHER2,AOCC 2.1,64,STATIC 128,36.8130
ARCHER2,AOCC 2.1,64,DYNAMIC 1,288.4748
ARCHER2,AOCC 2.1,64,DYNAMIC 2,102.4084
ARCHER2,AOCC 2.1,64,DYNAMIC 4,39.0740
ARCHER2,AOCC 2.1,64,DYNAMIC 8,-1.2523
ARCHER2,AOCC 2.1,64,DYNAMIC 16,-16.3767
ARCHER2,AOCC 2.1,64,DYNAMIC 32,-20.8288
ARCHER2,AOCC 2.1,64,DYNAMIC 64,-19.4217
ARCHER2,AOCC 2.1,64,DYNAMIC 128,-22.2443
ARCHER2,AOCC 2.1,64,GUIDED 1,7.7864
ARCHER2,AOCC 2.1,64,GUIDED 2,0.4109
