hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 9.2,4,STATIC,0.5884
Fulhame,GNU 9.2,4,STATIC 1,0.8986
Fulhame,GNU 9.2,4,STATIC 2,0.6979
Fulhame,GNU 9.2,4,STATIC 4,0.7839
Fulhame,GNU 9.2,4,STATIC 8,0.5242
Fulhame,GNU 9.2,4,STATIC 16,0.5776
Fulhame,GNU 9.2,4,STATIC 32,0.4911
Fulhame,GNU 9.2,4,STATIC 64,0.6816
Fulhame,GNU 9.2,4,STATIC 128,0.7499
Fulhame,GNU 9.2,4,DYNAMIC 1,131.9307
Fulhame,GNU 9.2,4,DYNAMIC 2,69.9210
Fulhame,GNU 9.2,4,DYNAMIC 4,30.8384
Fulhame,GNU 9.2,4,DYNAMIC 8,9.7516
Fulhame,GNU 9.2,4,DYNAMIC 16,5.3957
Fulhame,GNU 9.2,4,DYNAMIC 32,3.5483
Fulhame,GNU 9.2,4,DYNAMIC 64,2.2120
Fulhame,GNU 9.2,4,DYNAMIC 128,1.4023
Fulhame,GNU 9.2,4,GUIDED 1,4.1728
Fulhame,GNU 9.2,4,GUIDED 2,3.6884
Fulhame,GNU 9.2,4,GUIDED 4,3.0025
Fulhame,GNU 9.2,4,GUIDED 8,2.4407
Fulhame,GNU 9.2,4,GUIDED 16,2.1298
Fulhame,GNU 9.2,4,GUIDED 32,1.9387
