hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,1,STATIC,0.0264
Cirrus,Intel 19.0,1,STATIC 1,0.0342
Cirrus,Intel 19.0,1,STATIC 2,0.0289
Cirrus,Intel 19.0,1,STATIC 4,0.0314
Cirrus,Intel 19.0,1,STATIC 8,0.0277
Cirrus,Intel 19.0,1,STATIC 16,0.0263
Cirrus,Intel 19.0,1,STATIC 32,0.0267
Cirrus,Intel 19.0,1,STATIC 64,0.0281
Cirrus,Intel 19.0,1,STATIC 128,0.0267
Cirrus,Intel 19.0,1,DYNAMIC 1,0.0534
Cirrus,Intel 19.0,1,DYNAMIC 2,0.0554
Cirrus,Intel 19.0,1,DYNAMIC 4,0.0552
Cirrus,Intel 19.0,1,DYNAMIC 8,0.0525
Cirrus,Intel 19.0,1,DYNAMIC 16,0.0516
Cirrus,Intel 19.0,1,DYNAMIC 32,0.0537
Cirrus,Intel 19.0,1,DYNAMIC 64,0.0538
Cirrus,Intel 19.0,1,DYNAMIC 128,0.0502
Cirrus,Intel 19.0,1,GUIDED 1,0.0601
Cirrus,Intel 19.0,1,GUIDED 2,0.0578
Cirrus,Intel 19.0,1,GUIDED 4,0.0563
Cirrus,Intel 19.0,1,GUIDED 8,0.0560
Cirrus,Intel 19.0,1,GUIDED 16,0.0549
Cirrus,Intel 19.0,1,GUIDED 32,0.0550
Cirrus,Intel 19.0,1,GUIDED 64,0.0522
Cirrus,Intel 19.0,1,GUIDED 128,0.0527
