hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,32,STATIC,5.0942
ARCHER2,GNU 10.1,32,STATIC 1,3.8598
ARCHER2,GNU 10.1,32,STATIC 2,4.6421
ARCHER2,GNU 10.1,32,STATIC 4,4.0649
ARCHER2,GNU 10.1,32,STATIC 8,4.1403
ARCHER2,GNU 10.1,32,STATIC 16,3.9956
ARCHER2,GNU 10.1,32,STATIC 32,4.0488
ARCHER2,GNU 10.1,32,STATIC 64,3.9944
ARCHER2,GNU 10.1,32,STATIC 128,4.0125
ARCHER2,GNU 10.1,32,DYNAMIC 1,110.5516
ARCHER2,GNU 10.1,32,DYNAMIC 2,80.5177
ARCHER2,GNU 10.1,32,DYNAMIC 4,41.6624
ARCHER2,GNU 10.1,32,DYNAMIC 8,17.8062
ARCHER2,GNU 10.1,32,DYNAMIC 16,7.2263
ARCHER2,GNU 10.1,32,DYNAMIC 32,5.5411
ARCHER2,GNU 10.1,32,DYNAMIC 64,5.5967
ARCHER2,GNU 10.1,32,DYNAMIC 128,5.2126
ARCHER2,GNU 10.1,32,GUIDED 1,15.7319
ARCHER2,GNU 10.1,32,GUIDED 2,14.2021
ARCHER2,GNU 10.1,32,GUIDED 4,12.5893
