hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel_20.4,1,STATIC,0.0483
Cirrus,Intel_20.4,1,STATIC 1,0.0536
Cirrus,Intel_20.4,1,STATIC 2,0.0524
Cirrus,Intel_20.4,1,STATIC 4,0.0510
Cirrus,Intel_20.4,1,STATIC 8,0.0503
Cirrus,Intel_20.4,1,STATIC 16,0.0505
Cirrus,Intel_20.4,1,STATIC 32,0.0501
Cirrus,Intel_20.4,1,STATIC 64,0.0493
Cirrus,Intel_20.4,1,STATIC 128,0.0493
Cirrus,Intel_20.4,1,DYNAMIC 1,0.1073
Cirrus,Intel_20.4,1,DYNAMIC 2,0.0968
Cirrus,Intel_20.4,1,DYNAMIC 4,0.0961
Cirrus,Intel_20.4,1,DYNAMIC 8,0.0953
Cirrus,Intel_20.4,1,DYNAMIC 16,0.0943
Cirrus,Intel_20.4,1,DYNAMIC 32,0.0920
Cirrus,Intel_20.4,1,DYNAMIC 64,0.0929
Cirrus,Intel_20.4,1,DYNAMIC 128,0.0920
Cirrus,Intel_20.4,1,GUIDED 1,0.1162
Cirrus,Intel_20.4,1,GUIDED 2,0.1127
Cirrus,Intel_20.4,1,GUIDED 4,0.1096
Cirrus,Intel_20.4,1,GUIDED 8,0.1074
Cirrus,Intel_20.4,1,GUIDED 16,0.1052
Cirrus,Intel_20.4,1,GUIDED 32,0.1052
Cirrus,Intel_20.4,1,GUIDED 64,0.1071
Cirrus,Intel_20.4,1,GUIDED 128,0.1045
