hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,1,PRIVATE 2187,0.1131
ARCHER2,AOCC 2.1,1,FIRSTPRIVATE 2187,0.4641
ARCHER2,AOCC 2.1,1,COPYPRIVATE 2187,0.1497
ARCHER2,AOCC 2.1,1,COPYIN 2187,0.1333
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,128,PRIVATE 2187,483.1366
ARCHER2,AOCC 2.1,128,FIRSTPRIVATE 2187,281.0551
ARCHER2,AOCC 2.1,128,COPYPRIVATE 2187,625.4663
ARCHER2,AOCC 2.1,128,COPYIN 2187,277.8955
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,16,PRIVATE 2187,38.6962
ARCHER2,AOCC 2.1,16,FIRSTPRIVATE 2187,42.1106
ARCHER2,AOCC 2.1,16,COPYPRIVATE 2187,134.8204
ARCHER2,AOCC 2.1,16,COPYIN 2187,80.0207
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,2,PRIVATE 2187,0.3778
ARCHER2,AOCC 2.1,2,FIRSTPRIVATE 2187,0.7298
ARCHER2,AOCC 2.1,2,COPYPRIVATE 2187,1.0843
ARCHER2,AOCC 2.1,2,COPYIN 2187,0.9025
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,32,PRIVATE 2187,153.7731
ARCHER2,AOCC 2.1,32,FIRSTPRIVATE 2187,162.1057
ARCHER2,AOCC 2.1,32,COPYPRIVATE 2187,410.7438
ARCHER2,AOCC 2.1,32,COPYIN 2187,150.9303
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,4,PRIVATE 2187,0.4007
ARCHER2,AOCC 2.1,4,FIRSTPRIVATE 2187,0.8256
ARCHER2,AOCC 2.1,4,COPYPRIVATE 2187,1.7378
ARCHER2,AOCC 2.1,4,COPYIN 2187,0.9957
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,64,PRIVATE 2187,257.8330
ARCHER2,AOCC 2.1,64,FIRSTPRIVATE 2187,189.2867
ARCHER2,AOCC 2.1,64,COPYPRIVATE 2187,332.7570
ARCHER2,AOCC 2.1,64,COPYIN 2187,155.1227
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,8,PRIVATE 2187,0.6691
ARCHER2,AOCC 2.1,8,FIRSTPRIVATE 2187,1.4063
ARCHER2,AOCC 2.1,8,COPYPRIVATE 2187,2.9196
ARCHER2,AOCC 2.1,8,COPYIN 2187,1.7923
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,1,PRIVATE 2187,0.0966
ARCHER2,Cray 10.0,1,FIRSTPRIVATE 2187,0.3314
ARCHER2,Cray 10.0,1,COPYPRIVATE 2187,0.1268
ARCHER2,Cray 10.0,1,COPYIN 2187,0.1115
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,128,PRIVATE 2187,221.2413
ARCHER2,Cray 10.0,128,FIRSTPRIVATE 2187,229.9848
ARCHER2,Cray 10.0,128,COPYPRIVATE 2187,93.0035
ARCHER2,Cray 10.0,128,COPYIN 2187,77.6577
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,16,PRIVATE 2187,2.5466
ARCHER2,Cray 10.0,16,FIRSTPRIVATE 2187,3.3799
ARCHER2,Cray 10.0,16,COPYPRIVATE 2187,8.5185
ARCHER2,Cray 10.0,16,COPYIN 2187,4.8637
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,2,PRIVATE 2187,0.8865
ARCHER2,Cray 10.0,2,FIRSTPRIVATE 2187,1.4131
ARCHER2,Cray 10.0,2,COPYPRIVATE 2187,2.1363
ARCHER2,Cray 10.0,2,COPYIN 2187,1.7201
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,32,PRIVATE 2187,1.5034
ARCHER2,Cray 10.0,32,FIRSTPRIVATE 2187,2.6176
ARCHER2,Cray 10.0,32,COPYPRIVATE 2187,9.9220
ARCHER2,Cray 10.0,32,COPYIN 2187,4.1702
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,4,PRIVATE 2187,1.2246
ARCHER2,Cray 10.0,4,FIRSTPRIVATE 2187,1.9585
ARCHER2,Cray 10.0,4,COPYPRIVATE 2187,3.7953
ARCHER2,Cray 10.0,4,COPYIN 2187,2.4305
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,64,PRIVATE 2187,2.0676
ARCHER2,Cray 10.0,64,FIRSTPRIVATE 2187,3.3385
ARCHER2,Cray 10.0,64,COPYPRIVATE 2187,14.2015
ARCHER2,Cray 10.0,64,COPYIN 2187,5.0787
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,8,PRIVATE 2187,1.6632
ARCHER2,Cray 10.0,8,FIRSTPRIVATE 2187,2.3449
ARCHER2,Cray 10.0,8,COPYPRIVATE 2187,5.0802
ARCHER2,Cray 10.0,8,COPYIN 2187,3.7228
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,1,PRIVATE 2187,0.1808
ARCHER2,GNU 10.1,1,FIRSTPRIVATE 2187,0.5435
ARCHER2,GNU 10.1,1,COPYPRIVATE 2187,0.3911
ARCHER2,GNU 10.1,1,COPYIN 2187,0.2834
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,128,PRIVATE 2187,49.7257
ARCHER2,GNU 10.1,128,FIRSTPRIVATE 2187,24.6280
ARCHER2,GNU 10.1,128,COPYPRIVATE 2187,40.7856
ARCHER2,GNU 10.1,128,COPYIN 2187,27.7438
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,16,PRIVATE 2187,2.9970
ARCHER2,GNU 10.1,16,FIRSTPRIVATE 2187,3.7725
ARCHER2,GNU 10.1,16,COPYPRIVATE 2187,12.5995
ARCHER2,GNU 10.1,16,COPYIN 2187,5.1616
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,2,PRIVATE 2187,0.3770
ARCHER2,GNU 10.1,2,FIRSTPRIVATE 2187,0.7358
ARCHER2,GNU 10.1,2,COPYPRIVATE 2187,0.9864
ARCHER2,GNU 10.1,2,COPYIN 2187,0.9310
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,32,PRIVATE 2187,5.6362
ARCHER2,GNU 10.1,32,FIRSTPRIVATE 2187,6.6603
ARCHER2,GNU 10.1,32,COPYPRIVATE 2187,17.8790
ARCHER2,GNU 10.1,32,COPYIN 2187,8.5783
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,4,PRIVATE 2187,0.4360
ARCHER2,GNU 10.1,4,FIRSTPRIVATE 2187,0.8264
ARCHER2,GNU 10.1,4,COPYPRIVATE 2187,1.9036
ARCHER2,GNU 10.1,4,COPYIN 2187,1.1714
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,64,PRIVATE 2187,11.0087
ARCHER2,GNU 10.1,64,FIRSTPRIVATE 2187,12.0468
ARCHER2,GNU 10.1,64,COPYPRIVATE 2187,25.5598
ARCHER2,GNU 10.1,64,COPYIN 2187,15.0339
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,8,PRIVATE 2187,0.8513
ARCHER2,GNU 10.1,8,FIRSTPRIVATE 2187,1.5965
ARCHER2,GNU 10.1,8,COPYPRIVATE 2187,4.3565
ARCHER2,GNU 10.1,8,COPYIN 2187,2.1825
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,1,PRIVATE 2187,0.4359
Cirrus,GNU 6.3,1,FIRSTPRIVATE 2187,0.8844
Cirrus,GNU 6.3,1,COPYPRIVATE 2187,1.1291
Cirrus,GNU 6.3,1,COPYIN 2187,0.7664
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,16,PRIVATE 2187,3.2526
Cirrus,GNU 6.3,16,FIRSTPRIVATE 2187,3.7573
Cirrus,GNU 6.3,16,COPYPRIVATE 2187,8.5806
Cirrus,GNU 6.3,16,COPYIN 2187,5.1165
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,2,PRIVATE 2187,1.0157
Cirrus,GNU 6.3,2,FIRSTPRIVATE 2187,1.4729
Cirrus,GNU 6.3,2,COPYPRIVATE 2187,2.5056
Cirrus,GNU 6.3,2,COPYIN 2187,2.2950
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,32,PRIVATE 2187,7.1744
Cirrus,GNU 6.3,32,FIRSTPRIVATE 2187,8.3063
Cirrus,GNU 6.3,32,COPYPRIVATE 2187,13.6752
Cirrus,GNU 6.3,32,COPYIN 2187,10.3804
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,4,PRIVATE 2187,1.3818
Cirrus,GNU 6.3,4,FIRSTPRIVATE 2187,1.8377
Cirrus,GNU 6.3,4,COPYPRIVATE 2187,4.2733
Cirrus,GNU 6.3,4,COPYIN 2187,2.6777
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 6.3,8,PRIVATE 2187,1.9907
Cirrus,GNU 6.3,8,FIRSTPRIVATE 2187,2.4745
Cirrus,GNU 6.3,8,COPYPRIVATE 2187,5.7457
Cirrus,GNU 6.3,8,COPYIN 2187,3.3130
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,1,PRIVATE 2187,0.4286
Cirrus,GNU 8.2,1,FIRSTPRIVATE 2187,1.0067
Cirrus,GNU 8.2,1,COPYPRIVATE 2187,1.1218
Cirrus,GNU 8.2,1,COPYIN 2187,0.7532
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,16,PRIVATE 2187,3.4147
Cirrus,GNU 8.2,16,FIRSTPRIVATE 2187,3.7711
Cirrus,GNU 8.2,16,COPYPRIVATE 2187,8.7089
Cirrus,GNU 8.2,16,COPYIN 2187,5.1961
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,2,PRIVATE 2187,1.0122
Cirrus,GNU 8.2,2,FIRSTPRIVATE 2187,1.4215
Cirrus,GNU 8.2,2,COPYPRIVATE 2187,2.5647
Cirrus,GNU 8.2,2,COPYIN 2187,2.1500
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,32,PRIVATE 2187,6.6629
Cirrus,GNU 8.2,32,FIRSTPRIVATE 2187,7.6341
Cirrus,GNU 8.2,32,COPYPRIVATE 2187,11.2527
Cirrus,GNU 8.2,32,COPYIN 2187,9.5832
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,4,PRIVATE 2187,1.3385
Cirrus,GNU 8.2,4,FIRSTPRIVATE 2187,1.7995
Cirrus,GNU 8.2,4,COPYPRIVATE 2187,4.2068
Cirrus,GNU 8.2,4,COPYIN 2187,2.4078
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,8,PRIVATE 2187,1.9451
Cirrus,GNU 8.2,8,FIRSTPRIVATE 2187,2.4739
Cirrus,GNU 8.2,8,COPYPRIVATE 2187,5.8286
Cirrus,GNU 8.2,8,COPYIN 2187,3.8501
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,1,PRIVATE 2187,0.1644
Cirrus,Intel 18.0,1,FIRSTPRIVATE 2187,0.6518
Cirrus,Intel 18.0,1,COPYPRIVATE 2187,0.2158
Cirrus,Intel 18.0,1,COPYIN 2187,0.1812
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,16,PRIVATE 2187,1.2879
Cirrus,Intel 18.0,16,FIRSTPRIVATE 2187,1.8944
Cirrus,Intel 18.0,16,COPYPRIVATE 2187,5.3275
Cirrus,Intel 18.0,16,COPYIN 2187,2.7175
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,2,PRIVATE 2187,0.5423
Cirrus,Intel 18.0,2,FIRSTPRIVATE 2187,1.0494
Cirrus,Intel 18.0,2,COPYPRIVATE 2187,2.0362
Cirrus,Intel 18.0,2,COPYIN 2187,1.2105
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,32,PRIVATE 2187,6.5921
Cirrus,Intel 18.0,32,FIRSTPRIVATE 2187,3.9723
Cirrus,Intel 18.0,32,COPYPRIVATE 2187,7.8117
Cirrus,Intel 18.0,32,COPYIN 2187,4.6913
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,4,PRIVATE 2187,0.7227
Cirrus,Intel 18.0,4,FIRSTPRIVATE 2187,1.3661
Cirrus,Intel 18.0,4,COPYPRIVATE 2187,3.4658
Cirrus,Intel 18.0,4,COPYIN 2187,1.5082
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,8,PRIVATE 2187,1.0670
Cirrus,Intel 18.0,8,FIRSTPRIVATE 2187,1.6833
Cirrus,Intel 18.0,8,COPYPRIVATE 2187,4.2359
Cirrus,Intel 18.0,8,COPYIN 2187,2.2222
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,1,PRIVATE 2187,0.1588
Cirrus,Intel 19.0,1,FIRSTPRIVATE 2187,0.7437
Cirrus,Intel 19.0,1,COPYPRIVATE 2187,0.2116
Cirrus,Intel 19.0,1,COPYIN 2187,0.1772
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,16,PRIVATE 2187,1.3227
Cirrus,Intel 19.0,16,FIRSTPRIVATE 2187,2.6432
Cirrus,Intel 19.0,16,COPYPRIVATE 2187,5.3085
Cirrus,Intel 19.0,16,COPYIN 2187,3.1884
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,2,PRIVATE 2187,0.5426
Cirrus,Intel 19.0,2,FIRSTPRIVATE 2187,1.0548
Cirrus,Intel 19.0,2,COPYPRIVATE 2187,2.0078
Cirrus,Intel 19.0,2,COPYIN 2187,1.1985
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,32,PRIVATE 2187,4.8197
Cirrus,Intel 19.0,32,FIRSTPRIVATE 2187,3.4277
Cirrus,Intel 19.0,32,COPYPRIVATE 2187,8.3496
Cirrus,Intel 19.0,32,COPYIN 2187,5.0412
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,4,PRIVATE 2187,0.7272
Cirrus,Intel 19.0,4,FIRSTPRIVATE 2187,1.1881
Cirrus,Intel 19.0,4,COPYPRIVATE 2187,3.4992
Cirrus,Intel 19.0,4,COPYIN 2187,1.5637
hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 19.0,8,PRIVATE 2187,1.0655
Cirrus,Intel 19.0,8,FIRSTPRIVATE 2187,1.5737
Cirrus,Intel 19.0,8,COPYPRIVATE 2187,4.2670
Cirrus,Intel 19.0,8,COPYIN 2187,2.2845
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,1,PRIVATE 2187,0.2826
Fulhame,ARM 20.0,1,FIRSTPRIVATE 2187,1.2896
Fulhame,ARM 20.0,1,COPYPRIVATE 2187,0.3855
Fulhame,ARM 20.0,1,COPYIN 2187,0.3337
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,16,PRIVATE 2187,19.5145
Fulhame,ARM 20.0,16,FIRSTPRIVATE 2187,16.4818
Fulhame,ARM 20.0,16,COPYPRIVATE 2187,20.7375
Fulhame,ARM 20.0,16,COPYIN 2187,10.7254
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,2,PRIVATE 2187,1.1323
Fulhame,ARM 20.0,2,FIRSTPRIVATE 2187,2.1260
Fulhame,ARM 20.0,2,COPYPRIVATE 2187,3.2263
Fulhame,ARM 20.0,2,COPYIN 2187,2.9074
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,32,PRIVATE 2187,72.1020
Fulhame,ARM 20.0,32,FIRSTPRIVATE 2187,61.4985
Fulhame,ARM 20.0,32,COPYPRIVATE 2187,141.4666
Fulhame,ARM 20.0,32,COPYIN 2187,70.4775
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,4,PRIVATE 2187,1.4890
Fulhame,ARM 20.0,4,FIRSTPRIVATE 2187,2.5423
Fulhame,ARM 20.0,4,COPYPRIVATE 2187,4.5384
Fulhame,ARM 20.0,4,COPYIN 2187,3.4986
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,64,PRIVATE 2187,149.8845
Fulhame,ARM 20.0,64,FIRSTPRIVATE 2187,123.9208
Fulhame,ARM 20.0,64,COPYPRIVATE 2187,286.5689
Fulhame,ARM 20.0,64,COPYIN 2187,161.3235
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,ARM 20.0,8,PRIVATE 2187,10.9695
Fulhame,ARM 20.0,8,FIRSTPRIVATE 2187,5.1189
Fulhame,ARM 20.0,8,COPYPRIVATE 2187,6.5878
Fulhame,ARM 20.0,8,COPYIN 2187,5.2113
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,1,PRIVATE 2187,0.6990
Fulhame,GNU 10.1,1,FIRSTPRIVATE 2187,1.5462
Fulhame,GNU 10.1,1,COPYPRIVATE 2187,1.5597
Fulhame,GNU 10.1,1,COPYIN 2187,1.1022
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,16,PRIVATE 2187,239.4236
Fulhame,GNU 10.1,16,FIRSTPRIVATE 2187,3.2244
Fulhame,GNU 10.1,16,COPYPRIVATE 2187,8.7571
Fulhame,GNU 10.1,16,COPYIN 2187,4.7231
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,2,PRIVATE 2187,1.2212
Fulhame,GNU 10.1,2,FIRSTPRIVATE 2187,2.2022
Fulhame,GNU 10.1,2,COPYPRIVATE 2187,3.1694
Fulhame,GNU 10.1,2,COPYIN 2187,2.5802
hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,32,PRIVATE 2187,196.2790
