hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,1,PRIVATE 1,0.1149
ARCHER2,AOCC 2.1,1,FIRSTPRIVATE 1,0.1138
ARCHER2,AOCC 2.1,1,COPYPRIVATE 1,0.1513
ARCHER2,AOCC 2.1,1,COPYIN 1,0.1335
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,128,PRIVATE 1,434.5247
ARCHER2,AOCC 2.1,128,FIRSTPRIVATE 1,272.9264
ARCHER2,AOCC 2.1,128,COPYPRIVATE 1,656.2855
ARCHER2,AOCC 2.1,128,COPYIN 1,284.6498
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,16,PRIVATE 1,48.4442
ARCHER2,AOCC 2.1,16,FIRSTPRIVATE 1,57.4587
ARCHER2,AOCC 2.1,16,COPYPRIVATE 1,157.4371
ARCHER2,AOCC 2.1,16,COPYIN 1,110.2982
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,2,PRIVATE 1,0.3742
ARCHER2,AOCC 2.1,2,FIRSTPRIVATE 1,0.3751
ARCHER2,AOCC 2.1,2,COPYPRIVATE 1,0.6011
ARCHER2,AOCC 2.1,2,COPYIN 1,0.4784
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,32,PRIVATE 1,155.2777
ARCHER2,AOCC 2.1,32,FIRSTPRIVATE 1,148.1490
ARCHER2,AOCC 2.1,32,COPYPRIVATE 1,389.0401
ARCHER2,AOCC 2.1,32,COPYIN 1,160.3090
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,4,PRIVATE 1,0.4601
ARCHER2,AOCC 2.1,4,FIRSTPRIVATE 1,0.4630
ARCHER2,AOCC 2.1,4,COPYPRIVATE 1,0.9507
ARCHER2,AOCC 2.1,4,COPYIN 1,0.7033
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,64,PRIVATE 1,285.9728
ARCHER2,AOCC 2.1,64,FIRSTPRIVATE 1,227.5888
ARCHER2,AOCC 2.1,64,COPYPRIVATE 1,421.5053
ARCHER2,AOCC 2.1,64,COPYIN 1,192.0544
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,AOCC 2.1,8,PRIVATE 1,0.8300
ARCHER2,AOCC 2.1,8,FIRSTPRIVATE 1,0.8312
ARCHER2,AOCC 2.1,8,COPYPRIVATE 1,1.8339
ARCHER2,AOCC 2.1,8,COPYIN 1,1.3315
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,1,PRIVATE 1,0.1032
ARCHER2,Cray 10.0,1,FIRSTPRIVATE 1,0.1042
ARCHER2,Cray 10.0,1,COPYPRIVATE 1,0.1227
ARCHER2,Cray 10.0,1,COPYIN 1,0.1083
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,128,PRIVATE 1,220.1060
ARCHER2,Cray 10.0,128,FIRSTPRIVATE 1,217.6050
ARCHER2,Cray 10.0,128,COPYPRIVATE 1,83.9086
ARCHER2,Cray 10.0,128,COPYIN 1,73.4972
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,16,PRIVATE 1,2.5539
ARCHER2,Cray 10.0,16,FIRSTPRIVATE 1,2.8778
ARCHER2,Cray 10.0,16,COPYPRIVATE 1,7.6619
ARCHER2,Cray 10.0,16,COPYIN 1,4.3157
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,2,PRIVATE 1,0.8916
ARCHER2,Cray 10.0,2,FIRSTPRIVATE 1,1.1097
ARCHER2,Cray 10.0,2,COPYPRIVATE 1,1.9226
ARCHER2,Cray 10.0,2,COPYIN 1,1.4569
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,32,PRIVATE 1,1.4668
ARCHER2,Cray 10.0,32,FIRSTPRIVATE 1,1.7948
ARCHER2,Cray 10.0,32,COPYPRIVATE 1,7.8084
ARCHER2,Cray 10.0,32,COPYIN 1,3.5333
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,4,PRIVATE 1,1.2376
ARCHER2,Cray 10.0,4,FIRSTPRIVATE 1,1.5497
ARCHER2,Cray 10.0,4,COPYPRIVATE 1,3.3704
ARCHER2,Cray 10.0,4,COPYIN 1,2.1481
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,64,PRIVATE 1,2.0398
ARCHER2,Cray 10.0,64,FIRSTPRIVATE 1,2.3851
ARCHER2,Cray 10.0,64,COPYPRIVATE 1,11.1035
ARCHER2,Cray 10.0,64,COPYIN 1,4.7130
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,Cray 10.0,8,PRIVATE 1,1.6428
ARCHER2,Cray 10.0,8,FIRSTPRIVATE 1,1.9499
ARCHER2,Cray 10.0,8,COPYPRIVATE 1,4.7324
ARCHER2,Cray 10.0,8,COPYIN 1,3.2427
hardware_platform,compiler,threads_num,directive_name,overhead
ARCHER2,GNU 10.1,1,PRIVATE 1,0.1791
ARCHER2,GNU 10.1,1,FIRSTPRIVATE 1,0.1787
ARCHER2,GNU 10.1,1,COPYPRIVATE 1,0.3881
