hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,1,PRIVATE 9,0.7035
Fulhame,GNU 10.1,1,FIRSTPRIVATE 9,0.7223
Fulhame,GNU 10.1,1,COPYPRIVATE 9,1.6539
Fulhame,GNU 10.1,1,COPYIN 9,1.1470
