hardware_platform,compiler,threads_num,directive_name,overhead
Fulhame,GNU 10.1,8,PARALLEL,183.7968
Fulhame,GNU 10.1,8,FOR,0.7464
Fulhame,GNU 10.1,8,PARALLEL FOR,1.9915
Fulhame,GNU 10.1,8,BARRIER,0.9010
Fulhame,GNU 10.1,8,SINGLE,1.5527
Fulhame,GNU 10.1,8,CRITICAL,0.3046
Fulhame,GNU 10.1,8,LOCK/UNLOCK,0.3507
Fulhame,GNU 10.1,8,ORDERED,0.5141
Fulhame,GNU 10.1,8,ATOMIC,0.2679
Fulhame,GNU 10.1,8,REDUCTION,2.7427
