hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,GNU 8.2,4,PARALLEL,1.3037
Cirrus,GNU 8.2,4,FOR,0.3742
Cirrus,GNU 8.2,4,PARALLEL FOR,1.3571
Cirrus,GNU 8.2,4,BARRIER,0.3636
Cirrus,GNU 8.2,4,SINGLE,0.5290
Cirrus,GNU 8.2,4,CRITICAL,0.0990
Cirrus,GNU 8.2,4,LOCK/UNLOCK,0.1643
Cirrus,GNU 8.2,4,ORDERED,0.3580
Cirrus,GNU 8.2,4,ATOMIC,0.0751
Cirrus,GNU 8.2,4,REDUCTION,2.9266
