hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel_20.4,2,STATIC,0.3781
Cirrus,Intel_20.4,2,STATIC 1,0.3806
Cirrus,Intel_20.4,2,STATIC 2,0.3910
Cirrus,Intel_20.4,2,STATIC 4,0.5205
Cirrus,Intel_20.4,2,STATIC 8,0.5232
Cirrus,Intel_20.4,2,STATIC 16,0.5653
Cirrus,Intel_20.4,2,STATIC 32,0.5725
Cirrus,Intel_20.4,2,STATIC 64,0.7939
Cirrus,Intel_20.4,2,STATIC 128,0.8108
Cirrus,Intel_20.4,2,DYNAMIC 1,18.6397
Cirrus,Intel_20.4,2,DYNAMIC 2,9.8519
Cirrus,Intel_20.4,2,DYNAMIC 4,5.5306
Cirrus,Intel_20.4,2,DYNAMIC 8,3.3436
Cirrus,Intel_20.4,2,DYNAMIC 16,2.2047
Cirrus,Intel_20.4,2,DYNAMIC 32,1.6723
Cirrus,Intel_20.4,2,DYNAMIC 64,1.3760
Cirrus,Intel_20.4,2,DYNAMIC 128,1.1929
Cirrus,Intel_20.4,2,GUIDED 1,2.3143
Cirrus,Intel_20.4,2,GUIDED 2,2.0467
Cirrus,Intel_20.4,2,GUIDED 4,1.9206
Cirrus,Intel_20.4,2,GUIDED 8,1.8346
Cirrus,Intel_20.4,2,GUIDED 16,2.2553
Cirrus,Intel_20.4,2,GUIDED 32,1.6166
Cirrus,Intel_20.4,2,GUIDED 64,1.3764
