hardware_platform,compiler,threads_num,directive_name,overhead
Cirrus,Intel 18.0,16,PRIVATE 729,1.3562
Cirrus,Intel 18.0,16,FIRSTPRIVATE 729,1.4180
Cirrus,Intel 18.0,16,COPYPRIVATE 729,3.9718
Cirrus,Intel 18.0,16,COPYIN 729,2.4008
